logfit;norm inten;linear fit;norm inten
36,26306505;0;791,2912714;0
105,541276;0;801,2137117;0
209,5984025;0;824,6789421;0
289,2687305;0;848,0100855;0
358,061449;0;871,3412289;0
420,0897411;0;894,6723724;0
477,6590293;0;918,1376028;0
531,266089;0;941,4687462;0
581,9912287;0;964,7998896;0
630,3453264;0;988,1310331;0
676,6999592;0;1011,462176;0
721,5879613;0;1034,927407;0
764,7159427;0;1058,25855;0
806,5193848;0;1081,589694;0
847,3704094;0;1105,054924;0
886,9200447;0;1128,386068;0
925,5034369;3,64E-05;1151,717211;3,64E-05
963,2042255;0;1175,048354;0
1000,094231;0;1198,379498;0
1036,441353;0;1221,844728;0
1071,884831;0;1245,175872;0
1106,6823;0;1268,507015;0
1140,876153;0;1291,838159;0
1174,695873;0;1315,303389;0
1207,788961;0;1338,634532;0
1240,380738;4,18E-05;1361,965676;4,18E-05
1272,498766;0;1385,296819;0
1304,348837;5,27E-05;1408,76205;5,27E-05
1335,58988;0;1432,093193;0
1366,426032;0;1455,424337;0
1396,876451;0;1478,75548;0
1427,130629;3,27E-05;1502,22071;3,27E-05
1456,859161;0;1525,551854;0
1486,251034;0;1548,882997;0
1515,320228;3,82E-05;1572,214141;3,82E-05
1544,244158;4,18E-05;1595,679371;4,18E-05
1572,704438;0;1619,010515;0
1600,878541;4,36E-05;1642,341658;4,36E-05
1628,936613;3,27E-05;1665,806888;3,27E-05
1656,567961;4,00E-05;1689,138032;4,00E-05
1683,943018;4,73E-05;1712,469175;4,73E-05
1711,070547;0;1735,800319;0
1738,112661;0,000252646;1759,265549;0,000252646
1764,768132;0,000138138;1782,596693;0,000138138
1791,199526;0,000912435;1805,927836;0,000912435
1817,413804;0,002104781;1829,258979;0,002104781
1843,566411;0,005827226;1852,72421;0,005827226
1869,364744;0,006419764;1876,055353;0,006419764
1894,964781;0,010549351;1899,386497;0,010549351
1920,372166;0,019717327;1922,71764;0,019717327
1945,592271;0,028947101;1946,048784;0,028947101
1970,77359;0,043920491;1969,514014;0,043920491
1995,633237;0,060989574;1992,845157;0,060989574
2020,32028;0,078273134;2016,176301;0,078273134
2044,979601;0,097401559;2039,641531;0,097401559
2069,333649;0,124561958;2062,972675;0,124561958
2093,527881;0,163124164;2086,303818;0,163124164
2117,566193;0,21934799;2109,634962;0,21934799
2141,452318;0,319572282;2132,966105;0,319572282
2165,325836;0,434459155;2156,431335;0,434459155
2188,917361;0,525490025;2179,762479;0,525490025
2212,367036;0,591218083;2203,093622;0,591218083
2235,811611;0,683828448;2226,558853;0,683828448
2258,986214;0,87191735;2249,889996;0,87191735
2282,028144;1;2273,221139;1
2304,940229;0,996766489;2296,552283;0,996766489
2327,725195;0,878440717;2319,883426;0,878440717
2350,515544;0,70388203;2343,348657;0,70388203
2373,053363;0,530297578;2366,6798;0,530297578
